推數,噓數,文章分數,文章作者,文章名稱,發表時間
5,15,-10,XXXXCOW (xxxxcow),[新聞] 拍妻絲襪辣腿…遭轟死變態！尪1句反擊 冉,Wed Oct  7 19:03:46 2020
32,2,30,oz5566 (威廉。霍恩索倫),[問卦] 拜登應該嚇死了吧,Fri Oct  2 14:08:09 2020
5,0,5,reppoc (稍會),[問卦] 川普推特宣布中標前會先操作股票嗎？,Fri Oct  2 14:31:43 2020
20,7,13,ubcs (覺★青年超冒險蓋),[公告] 多篇無關推噓文 水桶,Wed Oct  7 17:49:04 2020
11,1,10,EvilisGood (Hustler),[問卦] 有沒有Reddit都在慶祝川普確診的八卦,Fri Oct  2 13:41:01 2020
9,3,6,Sandra777 (珊朵拉),[問卦] 欸 在麥當勞丟垃圾 不分類的都什麼人,Wed Oct  7 18:09:17 2020
0,13,-13,bensonwood (班木),[爆卦] 台彩刮刮樂的設計者的都不讀書嗎？,Fri Oct  2 14:47:49 2020
9,1,8,LeeAnAn (就值得了愛，就值得了等),[問卦] 碩士念什麼所最慘？,Wed Oct  7 16:55:56 2020
7,1,6,orfan (當個快樂的邊緣人~),[問卦] 為什麼冰淇淋紅茶是給粗吸管啊,Wed Oct  7 17:07:34 2020
990,66,924,ubcs (覺★青年超冒險蓋),[公告] 中秋連假線上烤肉兼置底聯誼閒聊區,Wed Sep 30 23:45:49 2020
3,2,1,xzcb2008 (嘿嘿我很變態歐),[問卦] =.= 有沒有賣塊公務員油土伯阿神的八卦,Wed Oct  7 19:30:01 2020
7,1,6,ccyaztfe (best_troll_tw),[問卦] 看到俯衝轟炸機衝過來的士兵在想啥？,Wed Oct  7 16:28:03 2020
3,0,3,jason851124 (YeeeEX),[問卦] 台灣情趣用品店怎麼那麼多？,Wed Oct  7 21:25:53 2020
3,4,-1,algebraic (algebraic),[問卦] 學弟想面交,Fri Oct  2 11:56:49 2020
8,21,-13,jt910203 (aa),[問卦] 唐綺陽預言很準的八卦,Fri Oct  2 13:35:12 2020
9,1,8,Qoo302 (Qoo~),[問卦] 有沒有什麼歌是台灣國慶應該必唱的？,Fri Oct  2 13:08:50 2020
33,3,30,k90209 (k90209),[問卦] 中共到底紀念孫中山幹嘛？,Fri Oct  2 12:13:01 2020
13,5,8,BlueANSI (藍色),[問卦] 私立大學分前後段是不是假議題？,Wed Oct  7 18:53:59 2020
4,1,3,ryusenming ( ),[問卦] 拿熟女穿一天的絲襪來尻槍是什麼感覺,Wed Oct  7 20:49:08 2020
4,0,4,NagahamaNeru (睡睡的老公),[新聞] 35隻猴子打群架　踩塌樓房壓死屋主和工人,Wed Oct  7 20:36:41 2020
35,7,28,CHL98 (CHL),[新聞] 吃完牛肉麵稱「老闆送錯了」奧客只付陽春,Wed Oct  7 19:16:54 2020
3,2,1,you495 (哭哭),[問卦] 老闆怎麼還不放蝦,Fri Oct  2 14:02:33 2020
85,6,79,Scathach (紫色BBA),[問卦] 27歲 人生終於到盡頭了,Wed Oct  7 17:42:34 2020
8,4,4,Flitz (費爾),[問卦] 一般人可以把hangten穿得很潮嗎,Fri Oct  2 11:36:43 2020
28,78,-50,vntlu (),[新聞] 傳柯文哲一度想出席！國慶日退將辦「反台,Wed Oct  7 17:45:40 2020
6,0,6,Gazooli (窩4肥宅),[問卦] 烤懶較怎麼烤才好吃,Fri Oct  2 13:29:39 2020
1,10,-9,ilovebunnies (bunny),[問卦] 鄉民會眼皮跳嗎,Wed Oct  7 16:38:34 2020
2,4,-2,Wardyal (pekomiko),[問卦] 甚麼是快樂？,Wed Oct  7 18:11:55 2020
6,24,-18,nba887215 (方塊馬),[新聞] 反駁賣台　周錫瑋：國民黨什麼時候對大,Fri Oct  2 11:58:54 2020
15,2,13,silbermond (...),[新聞] 大象絕望嚼食垃圾!攝影師跟蹤骨瘦如柴的,Wed Oct  7 17:27:30 2020
6,2,4,Gazooli (窩4肥宅),[問卦] 中秋禮金只有200怎辦,Fri Oct  2 14:11:25 2020
0,0,0,el790124 (噓噓),[問卦] 城市尋寶是個什麼樣的活動,Fri Oct  2 14:37:31 2020
2,15,-13,jasd1786 (假橡膠樹),[問卦] 中秋連假第二天應該沒人會噓了吧？,Fri Oct  2 14:11:32 2020
8,0,8,sulanpa (...),[新聞] 揚言殺孩子、打斷親生女兒腿 法官准惡爸,Wed Oct  7 19:35:31 2020
6,5,1,FuyumiIrisu (入須冬実),[新聞] 每月捐薪水1%　永達保經8年捐64輛長照專車,Wed Oct  7 19:10:28 2020
2,0,2,aquaair (aquaair),[問卦] 沒塞車是不是大家改雙十才出遊啊？,Fri Oct  2 11:35:29 2020
0,0,0,serenitymice (肥肥超越者),[問卦] 你說自由就像一陣風,Wed Oct  7 20:56:10 2020
4,0,4,r5e97nk63 (DoUNo),[問卦] 拜登中標的機率？,Fri Oct  2 13:35:31 2020
11,0,11,Pamplona (￣︶￣),[問卦] 川普是高危險族群吧！,Fri Oct  2 13:54:23 2020
2,2,0,tigotigo5566 (鐵劍5566),[問卦] 羅志祥在微博慶賀雙節的八卦？,Fri Oct  2 13:11:22 2020
1,1,0,dasuininder (硬派大叔),[問卦] 肥宅的嘔吐物能賣多少？,Wed Oct  7 19:16:06 2020
6,5,1,thejackys (肥波),[問卦] 約克羊會看綿羊料理嗎,Wed Oct  7 17:44:44 2020
7,1,6,akanishiking (arnold jackson),[問卦] 有沒有芭樂特的八卦？,Fri Oct  2 12:07:53 2020
16,0,16,LEEWY (芸兒),[問卦] 現在還有人固定14天買全家人的口罩嗎,Fri Oct  2 15:10:55 2020
3,0,3,qskingq (勾勾),[問卦] 現在換成彭斯的話，中國會有多慘呢？,Fri Oct  2 13:31:58 2020
7,4,3,F16V (んなあああああああああ),[新聞] 局長遭爆料！軍情局駁斥醜聞不排除提告,Wed Oct  7 19:42:41 2020
7,1,6,Qoo2222 (Qoo2222上來說是 但是缺3),[問卦] 為何雪隧昨天一路暢通？？,Fri Oct  2 13:40:28 2020
7,2,5,bob120400 (花滿樓),[問卦] 小心「港版國安法」地雷,Wed Oct  7 17:12:32 2020
1,1,0,as1885 (甲文44),[問卦] 為什麼禿頭會有大鬍子？,Wed Oct  7 18:28:17 2020
6,1,5,Starcraft3 (小藥丸),[問卦] 肖戰為什麼沒有出現在中秋晚會上？,Fri Oct  2 12:56:07 2020
5,0,5,nogood (nogood),[問卦] 川普選舉花招是不是一直學台灣？,Fri Oct  2 12:28:30 2020
6,1,5,eugene31431 (eugene31431),[問卦] 該請美國爸爸來臺灣治療了吧？,Fri Oct  2 14:04:28 2020
7,3,4,LineageM (天堂M),[問卦] 隔壁女鄰居來借幾包麵？該借嗎,Wed Oct  7 21:09:56 2020
13,4,9,YU0121 (愛玉冰™),[問卦] 女生要的很簡單 到底多簡單？,Wed Oct  7 17:51:03 2020
7,1,6,lianpig5566 (家庭教師殺手里包恩),[新聞] 老翁開賓士撞上16輛汽機車 自稱「閃車才,Wed Oct  7 20:50:51 2020
10,1,9,soulboy330 (stay the course),[問卦] 古代真的有可能把城門撞開嗎？,Wed Oct  7 19:11:54 2020
13,4,9,onepunchgg (onepunchgg),[問卦] 第一次坐捷運要注意什麼,Wed Oct  7 18:15:49 2020
5,0,5,markban (馬克白),[問卦] 美國的華萊士有倒在地上哭嗎？,Fri Oct  2 13:15:45 2020
54,15,39,Rrrxddd (有噴蛤蜊 RR),[新聞] 藍營提案「台美復交」 蔡英文疑問：國民,Wed Oct  7 18:17:42 2020
3,1,2,mlb99551155 (mlb995511),[問卦] 川普體內病毒在想什麼？,Fri Oct  2 13:24:46 2020
26,5,21,nchum102 (),[問卦] 臺灣如果有顆核彈是不是中國就閉嘴了,Fri Oct  2 12:58:20 2020
31,10,21,brokenback3 (3),[問卦]中國軍機靠近台灣若被打下 他們敢開戰？,Wed Oct  7 16:13:07 2020
9,1,8,yangzy (亞瑟),[問卦] 美國總統有病被隔離時可射核彈嗎？,Fri Oct  2 14:22:49 2020
8,0,8,happyjames1 (快樂詹姆士1號),[問卦] 川普推特為什麼一堆阿姆哈拉文推文？,Fri Oct  2 13:26:56 2020
25,7,18,ffreakk (),[問卦] 隨便說三個玩過三年的遊戲,Wed Oct  7 17:47:19 2020
43,0,43,EvilisGood (Hustler),[爆卦] 幕僚確診後 川普跑去參加餐會,Fri Oct  2 14:45:14 2020
3,1,2,linhu8883324 (SirLinhu),[新聞] 勤洗手防疫台北市每人每日家庭用水量創10,Wed Oct  7 19:41:19 2020
1,2,-1,Nemowei (fsn9665),[問卦] 還有什麼新聞可看啊,Fri Oct  2 14:14:06 2020
12,0,12,cmelo1515 (瓜農),[問卦] 滿手台積電的還吃得下烤肉嗎？,Fri Oct  2 13:12:51 2020
8,1,7,pl132 (pl132),[新聞]解放軍何時會攻打台灣沈富雄預測：起碼還要30年,Fri Oct  2 15:01:07 2020
4,5,-1,Pamplona (￣︶￣),[問卦] 美國人會怎麼跟中國算帳？,Fri Oct  2 13:41:17 2020
14,6,8,AsllaPiscu (阿斯拉),[問卦] 今天為什麼要降半旗,Wed Oct  7 17:19:12 2020
6,0,6,Audien (Audien),[問卦] 為啥川普確診一堆人po限時動態？,Fri Oct  2 15:35:18 2020
4,0,4,LoveMakeLove (ボケ),[問卦] 五星旗現在哪裡可以買？,Fri Oct  2 15:30:36 2020
5,1,4,aivxg (家裡窮西索XD),[問卦] 有沒有後XX的八卦？,Wed Oct  7 20:00:14 2020
12,5,7,gay7788 (卡稱之神=卡神),[問卦] 慟！中秋連烤4天肉，到現在還沒拉屎！,Wed Oct  7 16:57:31 2020
2,5,-3,spartaucs896 (夢醒十分),[問卦] 亞美尼亞女現在願意嫁給台男嗎,Fri Oct  2 15:33:06 2020
27,2,25,jiouje (JioUje),[問卦] 中共小粉紅很想跟美國打戰啊？,Fri Oct  2 13:59:14 2020
3,0,3,humbler (獸人H),[問卦] 胡天蘭吃到美豬會說什麼？,Wed Oct  7 17:58:11 2020
3,2,1,coga4712 (海森堡),[問卦] 為什麼勁舞團當年會很多人玩,Fri Oct  2 11:40:37 2020
359,11,348,polanco (polanco),[新聞] 美國總統川普與第一夫人梅蘭妮亞新冠肺,Fri Oct  2 13:11:38 2020
24,18,6,"ots625 (歐踢Sk蓴    ,噤>鐝ud  巽r)",[問卦] 咱們817覺青不怕打仗,Wed Oct  7 17:11:00 2020
11,0,11,missingkid (),[問卦] 30歲前年收300萬的人生活是什麼樣子,Wed Oct  7 18:20:12 2020
4,1,3,ambitious (Andrew),[問卦] 等下班的垃圾時間可以幹嘛,Wed Oct  7 17:01:07 2020
1,1,0,en5151 (asenen),[問卦] 如果立法院拍youtobe開頻道有搞頭嗎？,Wed Oct  7 21:07:32 2020
13,4,9,Yolosnow (生活很無聊),[問卦] 有大腸鏡跟胃鏡都做過的鄉民嗎？,Fri Oct  2 12:35:55 2020
2,0,2,sushi11 (偶像可以亂摸嗎peko),[問卦] 為什麼不讓機車在內車道,Wed Oct  7 20:56:35 2020
5,1,4,markban (馬克白),[問卦] 川普跟拜登可能進入四人賭命賽？,Fri Oct  2 11:52:59 2020
6,16,-10,ssss0960193 (愛莉莎莎後援會楓谷部長),[問卦] 愛莉莎莎仙氣側臉，網驚呼：臺灣IU,Wed Oct  7 20:06:12 2020
62,2,60,chucky (衛藤x白石x橋本),[新聞] 快訊／川普夫婦確診新冠肺炎 即刻開始隔,Fri Oct  2 13:24:11 2020
7,5,2,AlphaPTT (阿爾法+PTT),[問卦] iPhone的記憶體會不會少得可憐啊,Wed Oct  7 20:23:27 2020
1,1,0,ryhma (hmä),[問卦] 妳的網誌成了我秘密基地,Fri Oct  2 13:36:13 2020
10,3,7,liuyihui (臺北然也),[問卦] 我的經歷是中國社會的縮影嗎？,Wed Oct  7 18:54:54 2020
19,4,15,silentknight (清純男),[新聞] 熱戀ing衝公廁纏綿！男大生慘挨告　12歲,Wed Oct  7 18:02:36 2020
10,1,9,barucher (芭樂),[問卦] 請問有沒有防貓貓搶飯的方法,Fri Oct  2 13:09:20 2020
1,1,0,edge112233 (忍者龜頭痛),[問卦] 美式豬肋排要用美豬還是台豬啊？,Fri Oct  2 12:16:37 2020
2,1,1,EricTCartman (阿ㄆㄧㄚˇ),[問卦] 哪個地區的麻將最智障？哪個最講技術？,Fri Oct  2 11:57:21 2020
11,7,4,qazxsw123 (小新),[問卦] 融資是什麼意思阿,Wed Oct  7 20:19:17 2020
9,11,-2,googolplex (googolplex),[爆卦] 最新美國6大搖擺州民調 川普選情持續穩定,Wed Oct  7 16:57:38 2020
8,0,8,sysop5566 (馬丁路德),[問卦] 四大科缺人 是哪四大？,Fri Oct  2 11:47:03 2020
6,0,6,Tsuzichen (Zoo),[問卦] 孤單的朋友看到烤肉動態要來參加 怎辦,Fri Oct  2 12:17:04 2020
10,3,7,gentleman888 (),[問卦] 女生都怎麼玩肥宅的雞雞？☺☺☺,Fri Oct  2 14:18:29 2020
12,2,10,tw2000 (天滅中共),[新聞] 機車路考沒過！他「誇張180度大擺頭」網,Wed Oct  7 19:11:01 2020
2,0,2,mvpdirk712 (Lumia 5566),[問卦] 所以匝道上國五大概要塞多久啊？,Fri Oct  2 13:07:42 2020
3,1,2,CATpc (JIA),[問卦] 中獎反而更賭爛？？？,Wed Oct  7 18:02:13 2020
3,1,2,catrush (貓兒衝鋒),[問卦] 健身房教練好賺嗎？,Fri Oct  2 15:05:14 2020
19,4,15,AllBlack (All Black),[問卦] 台灣的房子那麼醜，建築師要負一半責任吧,Wed Oct  7 16:57:23 2020
0,4,-4,cowboyas0413 (RAID0一時爽 資料火葬場),[問卦] 對不起我騙了妳,Wed Oct  7 21:25:42 2020
11,7,4,Elsie1999 (艾兒),[問卦] 富堅有沒有考慮畫完獵人,Wed Oct  7 18:26:41 2020
5,3,2,chadmu (查德姆),[問卦] 南港為什麼在北部,Wed Oct  7 20:36:39 2020
7,4,3,yogurt0313 (愛草莓),[問卦] 演化後為什麼要一公一母才可以繁衍,Wed Oct  7 17:30:38 2020
1,2,-1,LoveMakeLove (ボケ),[問卦] 乾脆抓監獄重刑犯和8+9充軍不就好了？,Wed Oct  7 21:09:46 2020
15,0,15,chienyu2001 (花開花落自有時),[問卦] 川普推特留言發生什麼事？,Fri Oct  2 13:40:46 2020
11,0,11,polomax (阿do),[協尋] 台北市內湖區樂群二路265巷路口 行車紀錄,Sun Oct  4 18:42:55 2020
3,1,2,Julian9x9x9 (Lets Get It On～),[問卦] 如果我川跟拜登都中標美國要怎麼辦？,Fri Oct  2 13:10:05 2020
14,0,14,subcrew (Working Below The Hype),[問卦] 高爾夫球跟賽車誰更無聊,Fri Oct  2 14:50:22 2020
5,0,5,CurryMvp (^______^),[問卦] 川普防疫能力是不是蠻猛的啊？,Fri Oct  2 13:44:28 2020
2,0,2,opfish (coco),[問卦] 吳剛是不是隔壁老王,Fri Oct  2 11:56:23 2020
9,0,9,BIA (必亞),[問卦] 我川不是有天天吃奎寧？,Fri Oct  2 15:01:22 2020
66,1,65,derekhsu (華麗的天下無雙),[爆卦] [疫情] 全球死亡創紀錄 爆出巨量阿根廷,Fri Oct  2 12:41:56 2020
1,2,-1,TtTt4 (夜間飛行),[問卦] 梅子綠有推薦的嗎,Wed Oct  7 20:04:20 2020
1,0,1,SilentestLam (SilentestLamb),[問卦] 教授484不喜歡待在學校？,Fri Oct  2 15:06:10 2020
11,13,-2,ToHsiang (誤上賊船),[新聞] 蘇貞昌不容許陳同佳自由來台 港議員：投案,Wed Oct  7 19:00:41 2020
5,7,-2,botnet (殭屍網路),[問卦] 有沒有台北火車站的八卦,Wed Oct  7 19:16:52 2020
16,13,3,lovea (lovea),[新聞] 豬農百億基金規劃出爐！ 陳吉仲︰46億升,Wed Oct  7 18:16:40 2020
2,0,2,toomtoom (monteport),[問卦] 教授問我主流文化的特點,Wed Oct  7 20:50:43 2020
0,3,-3,thumbsptt (山拇指),[問卦] 大家住的地方多久一次會抽水肥,Wed Oct  7 20:40:18 2020
10,4,6,Matz (イラマチオ研究員),[新聞] 聖約翰遭控欠薪 校方：教師不願商議,Wed Oct  7 18:01:22 2020
10,7,3,s5869157 (肥皂泡的世界),[問卦] 年薪140萬  台北市買房可以買哪裡,Wed Oct  7 17:43:19 2020
22,3,19,MrFly (MrFly),[問卦] 這波如果在台灣 候選人會怎麼操作,Fri Oct  2 14:19:38 2020
4,3,1,purue (purue),[問卦] 台灣還有哪些景點有救,Wed Oct  7 17:14:15 2020
2,1,1,n123456n (米修),[問卦] 古墓奇兵2018有無拍續集的卦,Fri Oct  2 11:59:56 2020
8,3,5,yamakazi (大安吳彥祖),[問卦] 買雙螢幕還是寬曲面螢幕？,Wed Oct  7 19:07:28 2020
1,1,0,johanLarson (Rent),[問卦] 這算中國暗殺成功嗎？,Fri Oct  2 13:48:29 2020
92,5,87,f17690815 (我恨陣頭),[問卦] 拜登現在在想什麼,Fri Oct  2 13:18:30 2020
11,1,10,westdoorcard (West),[問卦] 幹！有白目機車騎在禁行機車上,Wed Oct  7 18:41:12 2020
10,9,1,gn116187 (NGT),[問卦] 「八卦板五毛」會不會是空氣稻草人,Wed Oct  7 17:36:41 2020
7,1,6,qsxwdc (Moo),[問卦] 瘋狂十月開始了嗎？,Fri Oct  2 13:42:19 2020
5,7,-2,ATTwo (咖哩給Gay),[問卦] 為啥電動車還不能自動充電？,Wed Oct  7 16:28:30 2020
9,2,7,a88241050 (再回頭已是百殘身),[問卦] 認真問，長痔瘡怎麼辦..,Fri Oct  2 12:47:13 2020
20,1,19,qazxc1156892 (QQ),[新聞] 35隻猴子打群架 踩塌樓房壓死屋主和工人,Wed Oct  7 20:31:48 2020
28,7,21,Yamamoto5566 (大日本帝國．山本56),[問卦] 魚的台語,Fri Oct  2 12:26:27 2020
5,5,0,ai770116 (東方的神秘力量),[問卦] 川普超沒水準都不戴口罩PTT還挺川普？,Wed Oct  7 21:25:21 2020
6,7,-1,oftisa (oo),[問卦] 國家太空中心是不是騙錢用的？,Fri Oct  2 14:39:19 2020
0,0,0,llgod (Wryyyyyyyy),[問卦] 噁茫啊斯是不是超好玩超心機,Wed Oct  7 21:27:58 2020
6,0,6,Triceratops (Jurassic),[新聞] 川普下令解密通俄門調查所有文檔,Wed Oct  7 19:14:05 2020
14,2,12,botnet (殭屍網路),[問卦] 核彈投中國哪，台灣才不會被波及？,Fri Oct  2 15:03:55 2020
21,3,18,WuDunE (GLAUCUS),[問卦] 正妹香味從哪來的,Wed Oct  7 18:04:29 2020
1,0,1,z041l31l3 (z041l31l3),[新聞] WTO上修2020世界貿易量，回復至減少9%,Wed Oct  7 16:37:55 2020
2,0,2,Dinenger (低能兒),[問卦] 根本就是以前太多智障用路人吧？,Fri Oct  2 13:46:52 2020
7,1,6,MeowDeLay (喵的勒),[新聞] 營養午餐文宣挨批宣傳美豬 教部：食農教,Wed Oct  7 20:34:21 2020
0,0,0,kaiting00 (),[問卦] 支那的生化戰是不是成功了？,Fri Oct  2 13:26:10 2020
8,3,5,HomeTogether (人在歸途),[新聞] 蓬佩奧：若中共攻台 美軍不會袖手旁觀,Wed Oct  7 20:36:19 2020
13,0,13,david0426 (軒軒寶貝),[問卦] 習近平會怎麼回應關於川普中標這件事,Fri Oct  2 13:43:12 2020
14,4,10,soi1dsnake (索立德史捏克),[新聞] 8歲時遭性侵身心受創 15年後打開心結將狼,Wed Oct  7 20:12:24 2020
7,6,1,cimo764 (蘋果西打),[新聞] 「準備」選國民黨主席 周錫瑋：與韓國瑜,Fri Oct  2 13:47:57 2020
6,1,5,gaexp256016 (gaexp256016),[問卦] 支那維尼,Fri Oct  2 14:07:55 2020
21,7,14,taker627 (你馬英九嗎?),[問卦] 有些地方坐高鐵是不是沒有比較快啊,Wed Oct  7 17:04:14 2020
8,5,3,star07 (),[問卦] 如果臺灣有一個航母戰鬥群,Fri Oct  2 15:01:24 2020
8,3,5,genheit (genheit),[問卦] 當時蜀國怎麼不南下取緬甸、泰國？,Wed Oct  7 21:07:10 2020
1,2,-1,s910408 (真姬俺の嫁),[問卦] 跟網友見面是直銷的八卦,Fri Oct  2 13:44:52 2020
5,3,2,k44754 (9527),[新聞] 藍委提修社維法 毒駕、酒駕致死傷拘留3,Wed Oct  7 20:56:52 2020
2,2,0,Kitakami (公主連結特約工讀生),[問卦] 肥宅會假裝自己有去烤肉嗎？,Fri Oct  2 12:12:12 2020
22,5,17,LastDinosaur (LastDino),[問卦] 梁社漢好吃在哪,Wed Oct  7 19:31:56 2020
5,0,5,jedfjeff8673 (哈囉),[問卦] 現在是進場美股的時機嗎,Fri Oct  2 14:01:24 2020
0,0,0,james7923 (詹姆士Q),[問卦] 我~與 各位共清歡  我~笑 眾人看不穿,Fri Oct  2 14:17:17 2020
0,1,-1,zxcv820421 (水原千鶴我老婆),[問卦] 每天都要聽一次守望傳說廣告？,Wed Oct  7 16:36:41 2020
3,1,2,johnny9667 (大八),[問卦] 台灣人工時高於韓國但年均卻低於韓,Fri Oct  2 13:22:03 2020
3,1,2,belucky (),[問卦] 為何有些蚊子寧可被打死也要吸血,Wed Oct  7 16:42:07 2020
11,5,6,ezJapan (Japan),[新聞] 蝦腳抱一排「橘色顆粒」 內行驚曝：吃完秒睡醫院,Wed Oct  7 20:45:05 2020
3,0,3,Brown1010 (0W0),[問卦] 美股是不是要爆漲了？,Fri Oct  2 14:48:23 2020
6,7,-1,zzyyxx77 (討噓大師77),[問卦] 為什要吃保健食品？,Wed Oct  7 17:33:24 2020
3,1,2,a12141623 (舔舔老二再泡泡茶),[問卦] 歐美人不認真封城是不是智障？,Fri Oct  2 11:44:47 2020
6,2,4,a9606093 (呢喃貓),[新聞] 美眾議員提案：指定中共為跨國犯罪組織,Fri Oct  2 12:01:55 2020
32,0,32,q0975190339 (chang751),[問卦] 在田裡撿到刺蝟，該怎麼處置,Fri Oct  2 13:27:01 2020
11,0,11,sodistrues (true),[問卦]乃木坂有可能像AKB一樣 讓10世代接班嗎？,Wed Oct  7 20:20:03 2020
6,13,-7,rasiel0919 (小弟弟),[問卦] 你各位啊，老實說被統一又如何,Fri Oct  2 13:24:37 2020
4,0,4,Gary5566 (等我長大要娶天音かなた),[問卦] 星街彗星的老公都給我進來,Fri Oct  2 12:17:55 2020
0,0,0,AV5566 (射即是空),[問卦] 有沒有高雄冠軍哥的八卦？,Fri Oct  2 15:08:55 2020
